ID_CLIENT	GENDER	MARITAL_STATUS	QTY_PETS	DISTRICT
3503	F	Married	2	Brooklyn
3504	F	Married	4	Staten Island
3508	M	Married	1	Brooklyn
3512	M	Married	1	Manhattan
3513	F	Married	1	Bronx
3516	F	Married	1	Brooklyn
3517	M	Single	3	Staten Island
3518	M	Single	3	Queens
3524	M	Single	1	Bronx
3525	M	Single	1	Brooklyn
3526	M	Married	1	Brooklyn
3527	M	Single	5	Manhattan
3528	F	Married	4	Bronx
3529	M	Single	2	Bronx
3532	F	Married	4	Brooklyn
3533	F	Married	1	Manhattan
3537	F	Single	2	Brooklyn
3538	F	Single	1	Manhattan
3539	M	Single	2	Bronx
3541	M	Married	2	Bronx
3542	M	Married	1	Brooklyn
3543	M	Single	4	Manhattan
3548	F	Married	1	Bronx
3549	F	Married	2	Staten Island
3551	F	Married	2	Bronx
3552	F	Single	4	Bronx
3553	M	Single	3	Brooklyn
3558	F	Single	1	Manhattan
3559	M	Married	3	Staten Island
3560	M	Single	5	Queens
3561	M	Single	1	Manhattan
3563	F	Married	1	Staten Island
3564	F	Single	4	Staten Island
3567	M	Married	1	Manhattan
3571	F	Single	3	Brooklyn
3577	F	Married	4	Manhattan
3580	M	Single	1	Brooklyn
3583	F	Single	2	Queens
3584	M	Single	2	Queens
3585	F	Married	4	Brooklyn
3586	F	Single	3	Manhattan
3587	M	Married	3	Brooklyn
3588	F	Single	1	Manhattan
3589	M	Married	5	Bronx
3592	M	Married	3	Brooklyn
3593	F	Married	2	Manhattan
3594	F	Married	1	Manhattan
3596	M	Married	3	Manhattan
3598	M	Single	1	Brooklyn
3599	M	Married	2	Bronx
3600	F	Single	1	Brooklyn
3601	F	Married	2	Queens
3602	F	Single	4	Queens
3604	M	Single	4	Bronx
3605	F	Single	3	Staten Island
3608	F	Married	1	Queens
3610	M	Married	1	Brooklyn
3611	F	Married	1	Manhattan
3612	M	Single	1	Manhattan
3613	F	Single	1	Queens
3615	F	Single	1	Bronx
3616	M	Married	4	Brooklyn
3620	M	Married	1	Bronx
3625	F	Single	1	Brooklyn
3626	F	Single	2	Manhattan
3627	F	Married	1	Manhattan
3630	F	Single	1	Bronx
3633	F	Single	3	Bronx
3634	M	Single	5	Bronx
3636	F	Single	4	Staten Island
3639	F	Married	2	Manhattan
3640	M	Single	2	Manhattan
3642	M	Married	2	Manhattan
3643	F	Single	2	Staten Island
3644	F	Single	4	Brooklyn
3645	M	Single	3	Staten Island
3648	F	Single	2	Queens
3650	M	Married	2	Bronx
3652	M	Single	3	Bronx
3654	F	Married	3	Manhattan
3655	F	Married	3	Bronx
3656	M	Single	3	Manhattan
3658	F	Married	5	Staten Island
3661	M	Married	1	Brooklyn
3663	M	Single	2	Bronx
3664	F	Married	5	Staten Island
3665	F	Married	1	Staten Island
3667	F	Single	2	Bronx
3673	M	Married	1	Staten Island
3676	M	Married	4	Manhattan
3679	F	Single	1	Manhattan
3680	F	Single	3	Bronx
3681	F	Married	2	Bronx
3682	M	Married	4	Bronx
3683	M	Married	1	Bronx
3688	F	Married	3	Manhattan
3689	F	Married	4	Queens
3691	M	Married	3	Bronx
3692	M	Single	1	Manhattan
3693	M	Single	1	Manhattan
3695	M	Married	5	Bronx
3700	F	Married	4	Bronx
3701	F	Single	1	Brooklyn
3702	F	Married	1	Brooklyn
3703	M	Single	2	Staten Island
3706	M	Single	2	Bronx
3709	M	Single	1	Bronx
3711	M	Single	2	Manhattan
3713	F	Single	4	Queens
3714	F	Married	3	Queens
3716	F	Married	4	Bronx
3718	F	Married	2	Manhattan
3719	F	Single	3	Queens
3721	M	Single	1	Staten Island
3724	F	Married	1	Queens
3725	M	Married	4	Queens
3727	F	Married	4	Staten Island
3728	M	Married	4	Bronx
3729	F	Married	4	Brooklyn
3730	M	Married	3	Brooklyn
3731	F	Single	5	Bronx
3735	M	Single	2	Manhattan
3738	M	Married	4	Brooklyn
3739	F	Single	4	Staten Island
3742	M	Married	2	Manhattan
3744	F	Single	1	Brooklyn
3746	F	Single	3	Manhattan
3747	F	Single	4	Queens
3748	F	Married	4	Bronx
3749	F	Married	1	Bronx
3750	M	Single	2	Brooklyn
3751	F	Married	1	Bronx
3753	F	Married	4	Brooklyn
3755	M	Single	3	Manhattan
3756	F	Married	3	Manhattan
3757	M	Single	2	Staten Island
3758	M	Single	3	Manhattan
3759	F	Single	2	Bronx
3760	F	Single	4	Brooklyn
3761	F	Single	4	Queens
3762	F	Married	4	Queens
3763	F	Single	4	Manhattan
3768	M	Married	2	Bronx
3771	M	Single	5	Brooklyn
3773	F	Single	1	Bronx
3776	F	Single	4	Bronx
3777	M	Single	1	Brooklyn
3780	M	Married	3	Manhattan
3782	F	Single	2	Manhattan
3784	F	Married	1	Brooklyn
3787	F	Single	5	Manhattan
3790	M	Married	1	Brooklyn
3794	F	Married	1	Manhattan
3795	M	Married	2	Queens
3796	M	Single	3	Manhattan
3797	M	Married	5	Manhattan
3799	F	Single	2	Bronx
3801	F	Single	2	Manhattan
3802	F	Single	4	Bronx
3804	M	Single	4	Manhattan
3805	M	Single	5	Queens
3807	F	Single	2	Brooklyn
3808	F	Married	4	Manhattan
3809	M	Single	3	Brooklyn
3810	M	Married	1	Brooklyn
3816	F	Single	2	Manhattan
3817	F	Married	4	Bronx
3819	M	Single	3	Queens
3821	M	Single	1	Bronx
3823	M	Single	2	Queens
3825	M	Single	5	Staten Island
3826	M	Married	2	Manhattan
3827	M	Single	2	Bronx
3828	M	Married	5	Manhattan
3829	M	Married	4	Brooklyn
3833	F	Single	1	Queens
3838	M	Married	5	Bronx
3840	F	Married	1	Bronx
3841	M	Single	2	Brooklyn
3847	F	Married	1	Manhattan
3848	F	Married	1	Staten Island
3849	M	Married	4	Bronx
3852	F	Married	1	Manhattan
3854	M	Single	1	Bronx
3855	M	Single	2	Bronx
3856	F	Married	1	Queens
3857	F	Married	2	Brooklyn
3858	F	Single	1	Manhattan
3859	M	Single	4	Manhattan
3861	F	Married	4	Staten Island
3864	M	Single	3	Brooklyn
3869	M	Married	3	Bronx
3870	M	Single	1	Queens
3871	F	Married	1	Brooklyn
3873	M	Married	4	Manhattan
3875	F	Married	1	Brooklyn
3878	M	Married	2	Manhattan
3879	F	Single	5	Brooklyn
3880	M	Married	1	Brooklyn
3881	M	Single	1	Brooklyn
3882	M	Single	3	Bronx
3888	M	Married	1	Bronx
3889	M	Married	4	Manhattan
3890	M	Married	5	Bronx
3892	F	Single	4	Manhattan
3893	M	Married	5	Manhattan
3897	M	Married	4	Bronx
3898	F	Single	5	Bronx
3900	F	Single	4	Manhattan
3901	M	Married	3	Brooklyn
3902	F	Single	3	Bronx
3903	F	Single	1	Brooklyn
3904	F	Single	2	Brooklyn
3906	M	Single	2	Bronx
3909	F	Single	4	Queens
3911	M	Single	3	Bronx
3912	M	Single	3	Bronx
3916	M	Single	4	Queens
3917	F	Married	1	Bronx
3918	M	Married	5	Bronx
3921	F	Single	1	Queens
3922	M	Married	3	Bronx
3925	F	Married	1	Manhattan
3928	M	Single	1	Queens
3929	F	Married	2	Bronx
3930	M	Married	1	Bronx
3932	F	Single	2	Bronx
3933	F	Married	3	Brooklyn
3935	F	Married	1	Manhattan
3936	M	Single	4	Bronx
3937	F	Single	2	Bronx
3938	M	Single	4	Bronx
3939	M	Single	1	Brooklyn
3941	M	Single	1	Manhattan
3942	M	Single	3	Bronx
3945	M	Single	1	Bronx
3946	F	Married	3	Bronx
3949	M	Married	5	Queens
3950	F	Single	5	Bronx
3951	M	Married	4	Brooklyn
3952	M	Married	1	Brooklyn
3953	F	Married	4	Staten Island
3957	M	Single	4	Queens
3961	M	Single	3	Brooklyn
3964	M	Married	3	Brooklyn
3965	M	Married	1	Manhattan
3966	M	Married	2	Bronx
3968	F	Single	1	Manhattan
3969	M	Single	3	Bronx
3970	M	Single	2	Brooklyn
3974	F	Single	2	Brooklyn
3976	M	Married	2	Bronx
3977	F	Single	2	Bronx
3978	F	Married	4	Queens
3979	M	Single	1	Bronx
3980	M	Married	2	Bronx
3981	F	Single	4	Brooklyn
3982	F	Single	3	Brooklyn
3985	M	Married	3	Manhattan
3986	M	Married	2	Manhattan
3987	M	Married	4	Brooklyn
3989	F	Married	4	Bronx
3993	M	Single	1	Manhattan
3994	F	Married	1	Bronx
3996	M	Married	2	Brooklyn
4001	F	Married	1	Queens
4003	F	Married	4	Queens
4004	F	Married	3	Bronx
4005	F	Single	1	Bronx
4006	M	Married	2	Brooklyn
4007	F	Married	4	Bronx
4009	M	Married	3	Manhattan
4010	F	Single	3	Manhattan
4011	F	Single	2	Manhattan
4015	M	Single	3	Bronx
4016	F	Married	5	Bronx
4018	F	Single	4	Staten Island
4019	F	Single	4	Manhattan
4020	M	Single	2	Queens
4021	M	Married	3	Manhattan
4023	F	Single	4	Brooklyn
4026	F	Married	5	Manhattan
4027	F	Married	2	Staten Island
4028	F	Married	1	Brooklyn
4029	M	Married	3	Bronx
4030	F	Married	1	Bronx
4032	F	Single	3	Manhattan
4033	M	Single	5	Brooklyn
4039	M	Single	1	Manhattan
4040	F	Married	1	Queens
4041	M	Single	3	Manhattan
4043	F	Single	4	Brooklyn
4044	M	Single	2	Brooklyn
4045	M	Single	5	Bronx
4048	M	Single	4	Staten Island
4049	F	Single	4	Manhattan
4051	F	Married	5	Manhattan
4056	M	Married	3	Manhattan
4058	M	Married	3	Brooklyn
4061	M	Single	4	Brooklyn
4063	M	Married	4	Bronx
4065	F	Single	1	Manhattan
4066	F	Married	3	Manhattan
4067	F	Married	3	Manhattan
4068	F	Single	4	Brooklyn
4069	F	Single	1	Bronx
4070	M	Married	2	Queens
4071	F	Married	5	Queens
4072	F	Single	2	Brooklyn
4075	M	Married	2	Manhattan
4076	M	Married	1	Staten Island
4078	F	Single	2	Manhattan
4079	M	Single	1	Bronx
4080	F	Married	4	Manhattan
4081	F	Single	1	Manhattan
4082	F	Single	3	Manhattan
4084	M	Married	1	Staten Island
4085	F	Married	3	Manhattan
4088	F	Married	4	Manhattan
4094	F	Single	2	Manhattan
4096	M	Single	2	Manhattan
4099	M	Married	3	Bronx
4100	F	Single	1	Bronx
4101	M	Single	4	Queens
4103	M	Married	3	Manhattan
4104	M	Married	3	Brooklyn
4105	F	Married	2	Manhattan
4106	F	Married	1	Manhattan
4111	F	Married	5	Brooklyn
4114	F	Married	1	Bronx
4115	M	Single	4	Bronx
4116	M	Married	5	Manhattan
4117	F	Married	4	Staten Island
4118	M	Single	1	Bronx
4120	M	Single	3	Bronx
4121	M	Single	1	Bronx
4122	F	Single	3	Bronx
4125	M	Married	3	Manhattan
4126	M	Married	1	Queens
4127	M	Married	3	Bronx
4131	F	Married	3	Bronx
4133	F	Single	1	Manhattan
4135	F	Single	1	Manhattan
4137	M	Single	2	Bronx
4138	M	Married	4	Bronx
4143	F	Single	2	Manhattan
4147	M	Single	2	Brooklyn
4149	F	Married	2	Manhattan
4150	M	Married	3	Queens
4151	M	Single	4	Brooklyn
4152	F	Single	4	Queens
4153	M	Married	4	Bronx
4154	F	Single	4	Staten Island
4157	M	Single	3	Bronx
4162	M	Single	2	Bronx
4163	M	Single	1	Staten Island
4165	F	Single	4	Manhattan
4166	F	Single	3	Bronx
4169	M	Married	1	Brooklyn
4170	F	Single	5	Brooklyn
4174	F	Single	4	Queens
4175	F	Married	5	Manhattan
4176	M	Married	3	Manhattan
4179	M	Married	1	Manhattan
4180	F	Single	3	Bronx
4185	F	Married	2	Manhattan
4186	F	Single	1	Bronx
4187	F	Married	5	Queens
4188	F	Single	1	Brooklyn
4191	F	Married	1	Bronx
4193	M	Single	3	Manhattan
4195	F	Single	1	Brooklyn
4197	M	Married	3	Bronx
4198	F	Married	5	Queens
4202	F	Married	4	Queens
4204	M	Married	5	Bronx
4205	M	Married	1	Bronx
4208	M	Single	1	Queens
4209	M	Single	4	Staten Island
4210	F	Single	5	Staten Island
4211	F	Single	5	Manhattan
4215	M	Married	3	Bronx
4216	F	Married	5	Brooklyn
4217	F	Married	5	Staten Island
4218	F	Married	4	Manhattan
4219	F	Single	2	Manhattan
4220	F	Married	5	Manhattan
4221	M	Single	1	Bronx
4223	F	Single	4	Brooklyn
4224	F	Married	4	Brooklyn
4225	M	Single	1	Manhattan
4226	F	Married	5	Manhattan
4228	M	Married	4	Bronx
4230	F	Married	2	Manhattan
4231	F	Single	3	Bronx
4232	F	Single	2	Bronx
4234	F	Single	4	Manhattan
4235	M	Single	1	Queens
4239	F	Single	4	Bronx
4240	M	Married	3	Manhattan
4241	M	Single	2	Staten Island
4243	M	Single	3	Manhattan
4244	F	Single	4	Brooklyn
4246	F	Single	4	Bronx
4247	F	Married	3	Manhattan
4249	F	Married	3	Manhattan
4250	F	Married	1	Queens
4252	M	Single	1	Bronx
4253	F	Single	2	Bronx
4255	M	Married	1	Manhattan
4256	F	Married	2	Manhattan
4257	F	Single	2	Manhattan
4258	M	Married	4	Bronx
4259	M	Single	1	Bronx
4260	M	Single	5	Queens
4261	M	Single	2	Bronx
4263	M	Married	4	Manhattan
4268	M	Married	1	Manhattan
4271	M	Married	1	Brooklyn
4273	M	Married	5	Manhattan
4274	M	Married	1	Manhattan
4277	M	Single	1	Queens
4279	F	Married	1	Brooklyn
4282	F	Married	3	Bronx
4283	M	Single	5	Bronx
4284	F	Married	4	Queens
4285	F	Single	1	Brooklyn
4287	F	Single	4	Bronx
4288	F	Married	4	Manhattan
4291	M	Married	4	Bronx
4292	M	Married	1	Bronx
4295	M	Single	5	Manhattan
4296	F	Married	4	Manhattan
4300	F	Married	4	Brooklyn
4301	F	Married	1	Manhattan
4303	F	Single	1	Brooklyn
4307	F	Single	1	Brooklyn
4311	M	Married	5	Staten Island
4315	M	Single	2	Bronx
4317	F	Married	2	Brooklyn
4319	M	Single	3	Queens
4320	M	Married	5	Brooklyn
4321	M	Married	5	Bronx
4323	F	Single	2	Staten Island
4324	F	Married	3	Bronx
4325	F	Single	1	Manhattan
4327	F	Single	1	Bronx
4330	M	Married	4	Bronx
4334	M	Single	2	Manhattan
4337	M	Single	5	Brooklyn
4340	F	Single	2	Bronx
4342	M	Married	4	Bronx
4343	F	Married	1	Brooklyn
4344	M	Single	1	Bronx
4346	M	Single	1	Brooklyn
4349	M	Single	3	Bronx
4350	F	Married	2	Queens
4351	M	Single	5	Queens
4352	F	Married	1	Bronx
4355	F	Married	1	Queens
4357	F	Single	2	Bronx
4359	M	Single	4	Staten Island
4360	M	Married	4	Brooklyn
4361	F	Married	2	Brooklyn
4362	F	Married	1	Queens
4364	M	Single	4	Bronx
4367	F	Married	1	Bronx
4368	M	Single	3	Bronx
4370	M	Single	2	Manhattan
4372	F	Single	1	Bronx
4373	M	Single	1	Manhattan
4374	F	Single	3	Queens
4375	M	Single	1	Bronx
4376	M	Married	4	Manhattan
4377	F	Married	1	Brooklyn
4379	M	Single	2	Brooklyn
4384	F	Single	3	Brooklyn
4385	F	Married	3	Bronx
4386	M	Single	5	Manhattan
4391	F	Married	3	Manhattan
4392	M	Married	1	Bronx
4394	F	Married	2	Staten Island
4396	F	Married	3	Bronx
4397	M	Single	2	Manhattan
4399	F	Single	2	Brooklyn
4401	M	Single	1	Manhattan
4402	F	Single	1	Manhattan
4404	M	Single	1	Manhattan
4405	F	Single	1	Bronx
4407	M	Single	3	Brooklyn
4408	F	Single	3	Brooklyn
4409	M	Single	3	Brooklyn
4410	F	Married	4	Bronx
4411	M	Single	1	Staten Island
4412	M	Single	3	Staten Island
4413	M	Married	3	Bronx
4417	M	Married	2	Manhattan
4419	M	Single	1	Manhattan
4420	M	Married	3	Manhattan
4422	F	Married	3	Bronx
4423	M	Single	3	Bronx
4425	M	Married	1	Bronx
4426	F	Married	5	Brooklyn
4429	M	Single	4	Queens
4431	F	Single	4	Bronx
4434	F	Married	1	Bronx
4436	F	Married	1	Manhattan
4437	M	Single	2	Queens
4438	F	Single	3	Brooklyn
4440	F	Single	1	Bronx
4443	F	Single	1	Manhattan
4444	F	Married	1	Manhattan
4445	F	Single	2	Bronx
4447	M	Single	4	Brooklyn
4451	M	Married	4	Bronx
4453	F	Single	1	Manhattan
4454	M	Single	2	Bronx
4455	F	Single	4	Brooklyn
4457	M	Single	2	Staten Island
4459	F	Married	1	Bronx
4460	M	Single	1	Manhattan
4461	M	Married	1	Manhattan
4462	F	Married	1	Staten Island
4463	M	Single	5	Manhattan
4465	M	Single	5	Bronx
4466	M	Married	1	Bronx
4467	M	Single	1	Manhattan
4470	F	Single	2	Brooklyn
4471	M	Married	3	Manhattan
4475	F	Single	2	Queens
4476	F	Single	5	Manhattan
4477	M	Married	2	Brooklyn
4479	M	Married	1	Bronx
4483	F	Single	1	Staten Island
4484	M	Married	3	Bronx
4485	F	Single	3	Queens
4486	F	Single	1	Brooklyn
4487	F	Single	2	Staten Island
4488	F	Married	1	Brooklyn
4490	F	Single	4	Bronx
4491	M	Married	1	Manhattan
4494	F	Single	2	Staten Island
4495	F	Single	5	Brooklyn
4497	M	Single	3	Bronx
4498	F	Married	2	Bronx
4499	M	Married	4	Bronx
4501	F	Married	4	Brooklyn
4503	M	Single	1	Bronx
4504	M	Married	4	Queens
4507	F	Married	4	Bronx
4508	M	Married	1	Bronx
4510	F	Single	2	Brooklyn
4514	M	Single	4	Manhattan
4515	M	Single	1	Bronx
4516	M	Single	1	Staten Island
4518	F	Single	4	Bronx
4520	F	Single	4	Brooklyn
4522	M	Single	1	Bronx
4524	M	Married	1	Manhattan
4525	F	Single	5	Brooklyn
4527	M	Married	1	Manhattan
4528	M	Married	2	Bronx
4531	M	Married	1	Queens
4534	F	Single	2	Brooklyn
4537	M	Married	4	Bronx
4538	F	Single	3	Brooklyn
4540	F	Single	4	Staten Island
4541	F	Married	1	Manhattan
4543	F	Married	4	Bronx
4544	F	Married	4	Bronx
4545	M	Married	1	Bronx
4547	M	Single	4	Bronx
4548	M	Single	2	Brooklyn
4552	M	Married	2	Bronx
4553	F	Single	1	Bronx
4555	M	Single	1	Manhattan
4556	M	Single	2	Bronx
4557	M	Married	5	Staten Island
4558	F	Married	3	Bronx
4561	M	Single	2	Brooklyn
4562	F	Married	1	Manhattan
4564	M	Single	4	Bronx
4566	M	Married	1	Manhattan
4567	M	Married	5	Queens
4568	F	Single	2	Brooklyn
4570	F	Married	5	Staten Island
4571	F	Married	5	Queens
4573	M	Single	5	Bronx
4576	M	Single	1	Brooklyn
4579	F	Married	2	Manhattan
4582	M	Single	2	Brooklyn
4583	F	Married	5	Bronx
4584	F	Married	1	Manhattan
4586	M	Single	3	Brooklyn
4587	F	Married	5	Staten Island
4589	F	Single	3	Bronx
4592	M	Married	1	Brooklyn
4595	F	Single	5	Manhattan
4597	F	Single	2	Bronx
4598	F	Married	2	Brooklyn
4599	M	Single	3	Brooklyn
4600	F	Single	3	Staten Island
4606	F	Married	1	Manhattan
4607	M	Married	1	Queens
4608	F	Single	1	Manhattan
4609	M	Single	2	Queens
4610	M	Single	1	Queens
4614	F	Single	2	Manhattan
4615	F	Married	2	Bronx
4616	F	Single	1	Bronx
4617	M	Married	4	Staten Island
4618	M	Married	3	Manhattan
4619	F	Single	4	Bronx
4620	F	Married	1	Manhattan
4621	M	Single	3	Manhattan
4622	M	Single	1	Staten Island
4623	M	Married	3	Bronx
4626	F	Single	1	Brooklyn
4627	M	Single	4	Bronx
4628	M	Married	1	Manhattan
4630	M	Married	2	Bronx
4633	M	Married	1	Bronx
4634	M	Married	4	Manhattan
4635	M	Married	4	Manhattan
4637	M	Married	4	Brooklyn
4642	M	Married	5	Bronx
4643	F	Single	2	Staten Island
4644	M	Single	3	Manhattan
4646	F	Married	3	Brooklyn
4647	M	Single	1	Brooklyn
4649	M	Single	3	Bronx
4651	M	Married	3	Staten Island
4652	F	Married	3	Brooklyn
4653	M	Married	3	Brooklyn
4655	F	Married	4	Brooklyn
4657	F	Single	2	Bronx
4658	F	Single	2	Bronx
4659	F	Married	3	Bronx
4660	M	Single	2	Staten Island
4661	F	Married	3	Brooklyn
4662	M	Single	1	Staten Island
4663	F	Single	2	Bronx
4664	M	Single	2	Bronx
4666	F	Married	3	Bronx
4667	M	Married	5	Bronx
4670	M	Single	1	Bronx
4671	F	Single	4	Manhattan
4676	F	Married	1	Manhattan
4677	M	Single	1	Manhattan
4678	M	Single	1	Bronx
4680	F	Single	5	Brooklyn
4681	M	Single	1	Staten Island
4682	M	Married	4	Bronx
4686	F	Single	2	Bronx
4687	M	Single	3	Manhattan
4689	M	Married	3	Queens
4690	M	Married	4	Bronx
4691	F	Single	2	Bronx
4692	M	Single	3	Bronx
4693	M	Single	2	Manhattan
4695	F	Single	3	Bronx
4697	F	Single	3	Bronx
4698	F	Single	2	Queens
4699	M	Married	3	Bronx
4700	M	Single	4	Bronx
4707	F	Married	2	Manhattan
4709	M	Married	4	Staten Island
4711	F	Married	3	Manhattan
4712	M	Single	5	Bronx
4714	F	Single	3	Brooklyn
4718	M	Single	1	Brooklyn
4719	F	Married	1	Queens
4720	M	Single	2	Brooklyn
4722	M	Single	1	Bronx
4724	M	Single	2	Bronx
4726	M	Married	3	Manhattan
4727	F	Married	4	Manhattan
4730	F	Single	4	Staten Island
4731	F	Single	3	Manhattan
4732	M	Married	1	Queens
4736	M	Married	3	Bronx
4738	F	Single	3	Brooklyn
4739	M	Married	2	Bronx
4742	M	Single	3	Queens
4743	F	Married	4	Bronx
4745	F	Married	2	Brooklyn
4747	M	Single	1	Brooklyn
4748	M	Married	2	Brooklyn
4750	F	Single	5	Manhattan
4753	M	Single	1	Brooklyn
4756	M	Married	3	Brooklyn
4761	F	Married	2	Brooklyn
4763	F	Married	5	Manhattan
4766	F	Married	2	Brooklyn
4767	M	Single	3	Manhattan
4768	F	Single	3	Brooklyn
4771	M	Single	2	Manhattan
4774	F	Married	5	Manhattan
4775	M	Single	2	Bronx
4776	M	Married	4	Brooklyn
4778	M	Married	1	Manhattan
4779	M	Single	4	Bronx
4780	F	Married	3	Manhattan
4783	M	Married	3	Bronx
4784	F	Married	5	Manhattan
4785	F	Single	3	Brooklyn
4789	F	Married	1	Brooklyn
4791	M	Married	2	Manhattan
4792	F	Married	4	Manhattan
4796	F	Married	4	Brooklyn
4797	M	Married	2	Brooklyn
4798	F	Single	1	Brooklyn
4803	M	Single	2	Queens
4804	F	Married	4	Bronx
4807	F	Married	3	Queens
4808	M	Single	3	Manhattan
4810	F	Single	5	Queens
4813	F	Married	1	Bronx
4815	F	Married	1	Bronx
4819	F	Single	1	Brooklyn
4821	M	Married	1	Brooklyn
4822	F	Married	3	Staten Island
4823	F	Single	3	Queens
4824	M	Single	5	Manhattan
4825	F	Married	3	Brooklyn
4826	F	Single	5	Queens
4828	M	Married	4	Bronx
4829	M	Single	1	Manhattan
4831	F	Single	1	Brooklyn
4832	F	Married	2	Bronx
4836	M	Single	5	Manhattan
4838	F	Single	4	Bronx
4841	F	Married	5	Bronx
4843	M	Single	4	Manhattan
4844	F	Single	3	Manhattan
4846	M	Single	3	Bronx
4847	F	Single	3	Manhattan
4848	F	Married	4	Bronx
4850	F	Married	4	Bronx
4851	F	Married	4	Staten Island
4853	M	Single	1	Manhattan
4855	F	Married	1	Bronx
4856	M	Married	1	Bronx
4858	M	Single	1	Bronx
4861	M	Single	2	Bronx
4864	F	Married	5	Manhattan
4868	F	Married	3	Manhattan
4870	M	Single	3	Brooklyn
4871	F	Single	2	Brooklyn
4873	M	Single	1	Bronx
4875	M	Married	4	Bronx
4876	F	Single	2	Bronx
4877	M	Married	4	Bronx
4878	F	Single	2	Queens
4879	M	Married	3	Manhattan
4881	M	Married	3	Bronx
4882	F	Single	1	Staten Island
4884	M	Single	4	Bronx
4888	M	Single	3	Brooklyn
4890	M	Single	1	Bronx
4891	F	Single	1	Bronx
4892	M	Single	5	Bronx
4898	M	Married	1	Manhattan
4900	M	Married	4	Bronx
4901	F	Single	3	Bronx
4903	M	Married	2	Manhattan
4906	M	Single	1	Manhattan
4907	M	Single	4	Queens
4909	M	Married	2	Bronx
4912	F	Single	3	Brooklyn
4913	M	Single	1	Brooklyn
4914	F	Single	1	Manhattan
4915	M	Single	2	Manhattan
4916	M	Single	1	Bronx
4917	F	Single	4	Staten Island
4921	F	Married	1	Brooklyn
4925	F	Single	1	Manhattan
4928	M	Single	4	Bronx
4929	F	Married	1	Brooklyn
4932	F	Single	1	Queens
4936	M	Single	2	Brooklyn
4937	M	Married	1	Brooklyn
4938	F	Single	4	Bronx
4940	F	Single	2	Staten Island
4941	M	Single	3	Brooklyn
4942	F	Married	2	Manhattan
4943	F	Married	4	Manhattan
4946	F	Married	1	Manhattan
4947	M	Married	4	Queens
4948	M	Married	5	Bronx
4951	M	Single	5	Bronx
4953	M	Single	5	Manhattan
4954	F	Married	4	Manhattan
4956	M	Married	4	Queens
4958	M	Single	1	Queens
4960	M	Married	1	Brooklyn
4961	M	Single	4	Bronx
4962	F	Married	1	Manhattan
4964	F	Married	2	Staten Island
4965	F	Single	4	Queens
4972	M	Married	5	Brooklyn
4973	M	Single	1	Bronx
4977	M	Married	1	Brooklyn
4978	M	Married	1	Brooklyn
4979	M	Married	1	Staten Island
4981	F	Single	1	Staten Island
4983	M	Single	2	Queens
4984	F	Single	3	Queens
4985	M	Single	3	Queens
4987	F	Single	3	Bronx
4995	M	Single	2	Bronx
4998	M	Single	3	Manhattan
5000	F	Single	1	Manhattan
5001	M	Single	5	Brooklyn
5002	M	Married	2	Queens
5005	M	Married	2	Staten Island
5007	M	Married	3	Brooklyn
5008	F	Single	1	Queens
5009	M	Single	1	Bronx
5013	M	Married	2	Brooklyn
5014	M	Single	5	Brooklyn
5015	F	Married	1	Staten Island
5016	M	Married	5	Bronx
5017	M	Single	1	Queens
5018	M	Married	3	Bronx
5019	F	Married	4	Queens
5020	M	Married	4	Brooklyn
5022	M	Single	2	Bronx
5023	F	Single	3	Bronx
5024	M	Married	3	Bronx
5025	M	Married	3	Manhattan
5026	M	Single	5	Bronx
5029	M	Married	3	Brooklyn
5031	M	Married	2	Brooklyn
5032	M	Single	4	Bronx
5036	M	Single	1	Queens
5037	M	Single	1	Manhattan
5038	M	Single	2	Bronx
5040	M	Married	3	Bronx
5045	F	Married	1	Staten Island
5046	F	Single	1	Staten Island
5050	F	Single	3	Bronx
5052	F	Single	5	Staten Island
5053	M	Married	2	Queens
5054	F	Married	2	Brooklyn
5055	M	Single	5	Brooklyn
5056	F	Married	5	Bronx
5057	M	Married	1	Staten Island
5060	M	Married	3	Bronx
5062	M	Married	4	Bronx
5063	M	Married	3	Manhattan
5065	F	Single	1	Queens
5067	M	Single	2	Bronx
5068	M	Single	3	Staten Island
5069	M	Single	1	Brooklyn
5070	F	Single	3	Bronx
5071	F	Married	1	Queens
5073	F	Married	1	Staten Island
5077	M	Married	1	Brooklyn
5078	F	Single	4	Queens
5079	F	Married	3	Brooklyn
5081	F	Single	3	Brooklyn
5083	F	Married	1	Brooklyn
5084	M	Married	5	Brooklyn
5086	F	Single	3	Bronx
5088	F	Married	2	Bronx
5089	F	Single	2	Brooklyn
5090	M	Single	4	Queens
5092	F	Single	3	Bronx
5094	M	Single	1	Staten Island
5095	F	Married	4	Brooklyn
5096	M	Single	1	Bronx
5099	F	Married	1	Queens
5101	F	Single	4	Bronx
5102	F	Single	1	Brooklyn
5103	M	Single	5	Manhattan
5106	M	Single	1	Manhattan
5107	M	Married	1	Brooklyn
5108	F	Married	3	Brooklyn
5109	M	Single	1	Bronx
5110	F	Single	2	Staten Island
5113	M	Married	3	Brooklyn
5114	F	Married	3	Manhattan
5115	M	Single	1	Staten Island
5116	F	Married	3	Bronx
5118	F	Single	2	Manhattan
5119	M	Married	1	Bronx
5124	M	Single	3	Queens
5125	F	Single	2	Bronx
5126	F	Single	2	Manhattan
5129	F	Single	2	Brooklyn
